title,authors,year,source,link,snippet,cited_by,pdf_link,gs_position,query
… during early adolescence: Relationships with brain networks and future substance-use in the Adolescent Brian and Cognitive Development (ABCD) study,"A Cheng, SJ Riley, RJ Kohler, FA Umutoni…",,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC12157485/,"… This study sought to characterize latent dimensions of impulsivity among youth in the ABCD study, an unparalleled sample of >11,000 young adolescents. It further tested whether …",,,7,"""ABCD Study"" smartphone adolescent"
"32.1 Screentime, School, and Neighborhood Conditions Predict Alcohol Initiation in Adolescents: An eXposome Wide Association Study (XWAS) in the ABCD Study",MA Parvaz,,jaacap.org,https://www.jaacap.org/article/S0890-8567(24)01169-9/abstract,"… use in the ABCD Study. Devika Bhatia, MD, will then present analyses in the ABCD Study … factor for the onset of alcohol use by early adolescence. Next, Christopher Hammond, MD, …",,https://www.jaacap.org/article/S0890-8567(24)01169-9/pdf,9,"""ABCD Study"" smartphone adolescent"
How should race be best considered in understanding brain-behavior relationships? Implications for understanding onset of engagement in addictive behaviors and …,"X Han, Y Zhao, MN Potenza",,akjournals.com,https://akjournals.com/view/journals/2006/14/3/article-p1124.xml,"… and legal entities on issues related to internet use, impulse control and addictive … article were obtained from the Adolescent Brain Cognitive DevelopmentSM (ABCD… The ABCD Study …",,https://akjournals.com/view/journals/2006/14/3/article-p1124.pdf,14,"""ABCD Study"" ""internet use"" adolescent"
Prediction of ADHD symptoms from prenatal data in two large population-based cohorts,"N Dooley, M Cannon, D Cotter…",,search.proquest.com,https://search.proquest.com/openview/1ca022b7eeacfbbcba7e20353dc57eda/1?pq-origsite=gscholar&cbl=4933639,"… Participants were children aged 9 from ABCD study from the United States (N > 9,000) and … Internet use, self-esteem, and depressive symptoms among Chinese adolescents W. Lai*, W. …",,,16,"""ABCD Study"" ""internet use"" adolescent"
Bidirectional associations of problematic social media use and problematic gaming with mental health difficulties and strengths in adolescents: Sex and social support …,"L Todorovic, H Bozhar, SR de Rooij…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jora.70076,"… internet use and hyperactivity/inattention were found in a Japanese population study of adolescents … ABCD study, as well as all the ABCD-youth and their parents for their cooperation. …",4,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jora.70076,7,"""ABCD Study"" ""internet use"" adolescent"
Tolerability of Ziprasidone Use in Children and Adolescents: A Prisma Model: Systematic Review and Meta-Analysis,"J Jay, A Sareen, N Hassan, N Dumlao…",,search.proquest.com,https://search.proquest.com/openview/5971d56ec4b3c3aaf615e795ad7fbb0b/1?pq-origsite=gscholar&cbl=4933639,"… Methods: Participants were children aged 9 from ABCD study from the United States (N … problematic Internet use, self-esteem, and depressive symptoms among Chinese adolescents W. …",1,https://scholar.archive.org/work/ue3ez56ybjcxlbto3loj2a6fdm/access/wayback/https://www.cambridge.org/core/services/aop-cambridge-core/content/view/447A3B4C066365A39DA75F31A9D51E37/S0924933822003856a.pdf/div-class-title-longitudinal-associations-between-problematic-internet-use-self-esteem-and-depressive-symptoms-among-chinese-adolescents-div.pdf,14,"""ABCD Study"" ""internet use"" adolescent"
Digital dementia in the internet generation: excessive screen time during brain development will increase the risk of Alzheimer's disease and related …,"LA Manwell, M Tadros, TM Ciccarelli…",,imrpress.com,https://www.imrpress.com/journal/JIN/21/1/10.31083/j.jin2101028/htm?fbclid=IwAR1PldZl8TNPuSIzunlNrIZMjl0XUfu8t1_W5mgH9LUEG73dSLqPUN9oEf0&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_Integrative_Neuroscience_TrendMD_1,"… Adolescent screen time use has changed dramatically from 2.5 hours a day of TV viewing in 1970 to almost 8 hours a day of TV viewing, internet use… time, including the ABCD study [33] …",186,,16,"""ABCD Study"" ""internet use"" adolescent"
Age of smartphone access: Implications for problematic internet use and online risk behaviors,"P Gomez, A Nogueira-Lopez, D Liñares…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2341287925002613,"… habits, online risk behaviors, and the Problematic Internet Use Scale in Adolescents. The final sample consisted of 3351 adolescents (mean age, 15.48 years [SD, 1.22]; 49.3% female). …",,,18,"""ABCD Study"" ""internet use"" adolescent"
Social media and suicide risk in youth,"LH Jaycox, ER Murphy, JL Zehr, JL Pearson…",,jamanetwork.com,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2825340,"… We focus on adolescents and young adults as most of the … heavy social media or internet use and suicide attempts, 2 of … data collection, findings from the ABCD study suggest that self-…",47,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2825340/jaycox_2024_sc_240006_1729266926.97208.pdf,19,"""ABCD Study"" ""internet use"" adolescent"
Gender differences in problematic internet use and psychological distress among Chinese early adolescents: A cross-lagged panel network analysis,"T Fang, Z Hu, L Jiang, X Xie, F Zhuo, X Wang, Y Yang…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306460326000675,… Problematic internet use (PIU) and psychological distress are widespread in early adolescence. … in the relationship between PIU and psychological distress among early adolescents. …,,,20,"""ABCD Study"" ""internet use"" adolescent"
Early adolescent substance use before and during the COVID-19 pandemic: a longitudinal survey in the ABCD study cohort,"WE Pelham III, SF Tapert, MR Gonzalez…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1054139X21003268,"… Among youth in early adolescence, advent of the COVID-19 pandemic was associated with decreased use of alcohol and increased use of nicotine and misuse of prescription drugs. …",124,https://pmc.ncbi.nlm.nih.gov/articles/PMC8768966/pdf/nihms-1770160.pdf,11,"""ABCD Study"" ""digital media"" adolescent"
Screen Media Behavior Patterns Impact Psychiatric Outcomes and Inform Innovative Interventions,"PE Weigle, KM Blocker, W Jenkins",,jaacap.org,https://www.jaacap.org/article/S0890-8567(24)01002-5/abstract,"… Methods: Cross-lagged panel models were applied to the ABCD study data (n = 4641; ages 9-12 years) at baseline, Year 1, and Year 2 follow-up to understand reciprocal predictive …",,https://www.jaacap.org/article/S0890-8567(24)01002-5/pdf,14,"""ABCD Study"" ""digital media"" adolescent"
56.1 Associations Between Young Children's Screen Time and Child Outcomes: A Series of Meta-Analyses,S Madigan,,jaacap.org,https://www.jaacap.org/article/S0890-8567(22)00715-8/abstract,"… digital media use among youth, concerns about the displacement of healthy behaviors and the management of digital media … was developed in the ABCD study, including psychometric …",,,13,"""ABCD Study"" ""digital media"" adolescent"
Adolescent brain and the natural allure of digital media,JN Giedd,,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.31887/DCNS.2020.22.2/jgiedd,… screen time among adolescents has raised … adolescence may help to guide research and interventions to optimize the benefits and minimize the risks. Particular aspects of adolescent …,69,https://www.tandfonline.com/doi/pdf/10.31887/DCNS.2020.22.2/jgiedd,18,"""ABCD Study"" ""digital media"" adolescent"
30.2 SCREEN MEDIA ACTIVITY AND IMPACT ON MENTAL HEALTH AND SUICIDALITY: RESULTS FROM THE ADOLESCENT BRAIN COGNITIVE …,K Bagot,,jaacap.org,https://www.jaacap.org/article/S0890-8567(19)31289-4/abstract,"… including 4524 demographically diverse adolescents, ages 9 … data release from the ABCD study together with multivariate … the social media versus other screen media activity LV was …",1,,3,"""ABCD Study"" ""screen media"" adolescent"
Association of adverse prenatal exposure burden with child psychopathology in the Adolescent Brain Cognitive Development (ABCD) Study,"JL Roffman, ED Sipahi, KF Dowling, DE Hughes…",,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0250235,"… We leveraged baseline data from the ABCD Study to relate cumulative … The ABCD Study provides extensive phenotyping of both … The ABCD Study also includes siblings, and analysis of …",46,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0250235&type=printable,12,"""ABCD Study"" ""screen media"" adolescent"
Associations between screen-based media use and brain white matter integrity in preschool-aged children,"JS Hutton, J Dudley, T Horowitz-Kraus, T DeWitt…",,jamanetwork.com,https://jamanetwork.com/journals/jamapediatrics/article-abstract/2754101,"Importance The American Academy of Pediatrics (AAP) recommends limits on screen-based media use, citing its cognitive-behavioral risks. Screen use by young children is prevalent …",692,https://jamanetwork.com/journals/jamapediatrics/articlepdf/2754101/jamapediatrics_hutton_2019_oi_190072.pdf,17,"""ABCD Study"" ""screen media"" adolescent"
Altered Network Organization and Screen Time Use in Childhood Attention-Deficit/Hyperactivity Disorder (ADHD),EJ Hawkey,,search.proquest.com,https://search.proquest.com/openview/163cfd30cf79becf37f13f1d5e380b01/1?pq-origsite=gscholar&cbl=18750&diss=y,"… of screen media use, the lack of specificity of types of … the data from the Adolescent Brain and Cognitive Development (… At the time of this work, the ABCD study team had fully released …",,https://openscholarship.wustl.edu/cgi/viewcontent.cgi?article=3546&context=art_sci_etds,7,"""ABCD Study"" ""screen media"" adolescent"
Investigating cross-sectional and longitudinal relationships between brain structure and distinct dimensions of externalizing psychopathology in the ABCD sample,"H Nakua, L Propp, ACV Bedard, M Sanches…",,nature.com,https://www.nature.com/articles/s41386-024-02000-3,"… ABCD study includes a population-based cohort of 11,878 children followed through adolescence … Participants were excluded from the ABCD study if they had MRI contraindications, no …",12,,10,"""ABCD Study"" ""screen media"" adolescent"
Brain structure is linked to the association between family environment and behavioral problems in children in the ABCD study,"W Gong, ET Rolls, J Du, J Feng, W Cheng",,nature.com,https://www.nature.com/articles/s41467-021-23994-0,… as predicting patterns of future adolescent brain development 1 . … been reported that adolescent conduct problems predicted … not only a predictor of conduct problems in adolescence 7 . …,74,https://www.nature.com/articles/s41467-021-23994-0.pdf,11,"""ABCD Study"" ""screen media"" adolescent"
54.1 Correlates of High-Frequency Screen Media Activity During Late Childhood and Adolescence: Clinical Relevance,"Y Zhao, MN Potenza",,jaacap.org,https://www.jaacap.org/article/S0890-8567(23)01360-6/abstract,"… between youth screen media habits and … ABCD study (11,815 children [Mage = 119 months, SDage = 7.5; 6159 (52.1%) boys]), higher- and lower-frequency video-centric screen media …",,https://www.jaacap.org/article/S0890-8567(23)01360-6/pdf,12,"""ABCD Study"" ""screen media"" adolescent"
… of childhood music engagement and associations with language and executive function: insights from the Adolescent Brain Cognitive Development (ABCD) Study,"DE Gustavson, S Nayak, PL Coleman, JR Iversen…",,Springer,https://link.springer.com/article/10.1007/s10519-023-10135-0,"… First, we examined the genetic and environmental influences on parent-reported music engagement measures using the twin data from the ABCD study. We focused on both music …",12,https://pmc.ncbi.nlm.nih.gov/articles/PMC10159991/pdf/nihms-1873238.pdf,15,"""ABCD Study"" ""screen media"" adolescent"
Social Connectedness and Neurodevelopmental Functioning in Youth: Insights from the ABCD Study®,"KT Cosgrove, JL Rhudy, AS Morris…",,Springer,https://link.springer.com/article/10.1007/s41252-025-00448-y,… specifically designed for neurodivergent adolescents. Understanding social functioning from a … transdiagnostic prevention and intervention approaches for neurodivergent adolescents. …,,,18,"""ABCD Study"" ""screen media"" adolescent"
"Digital media, cognition, and brain development in infancy and childhood","H Kirkorian, R Barr, SM Coyne, TGC Munzer…",,Springer,https://link.springer.com/chapter/10.1007/978-3-031-69362-5_3,"… US children are using screen media more often and at younger ages than ever before. Daily reports of children’s digital media use (ie, “screen time”) averaged roughly 49 minutes for …",5,https://link.springer.com/content/pdf/10.1007/978-3-031-69362-5_3.pdf,19,"""ABCD Study"" ""screen media"" adolescent"
